Transaction ID,Date,Customer ID,Product_Category,Product Name,Quantity Sold,Unit Price,Total Revenue,Profit,Region
TXN758858,5/9/2023,CUST9271,Charging Station,Supercharger,7,527,3819.02,1790.26,South America
TXN659631,2/15/2023,CUST6141,Solar Panel,Flexible Panel,10,1396,13069.69,3662.36,Asia
TXN654318,1/19/2023,CUST3433,Accessory,Adapter,9,635,6342.6,2795.07,South America
TXN332277,7/10/2023,CUST6116,Battery Pack,"Power Bank 20,000mAh",2,1351,2596.97,1007.53,Africa
TXN961409,9/18/2023,CUST9276,EV Charger,Wallbox Charger,6,197,1214.51,361.55,Europe
TXN836870,6/17/2023,CUST7277,Charging Station,Fast Charger,5,1259,6518.92,2415.3,South America
TXN578027,4/22/2023,CUST2408,Charging Station,Fast Charger,1,1479,1456.09,628.15,Europe
TXN160596,4/1/2023,CUST7770,Solar Panel,Flexible Panel,7,977,6290.72,2792.16,Europe
TXN886904,2/14/2023,CUST3752,EV Charger,Cable Organizer,6,1419,8322.62,3745.16,Asia
TXN259090,11/2/2023,CUST5472,EV Charger,Wallbox Charger,9,247,2410.72,572.03,North America
TXN225631,10/6/2023,CUST4012,Solar Panel,Rigid Panel,4,250,1004.37,379.36,Asia
TXN972902,6/19/2023,CUST1446,Charging Station,Fast Charger,10,1148,10422.08,4386.66,Asia
TXN380462,4/4/2023,CUST3213,Charging Station,Fast Charger,10,1316,12240.5,3443.38,North America
TXN640008,3/10/2023,CUST2353,Battery Pack,"Power Bank 10,000mAh",6,335,2092.29,882.01,Europe
TXN270454,1/2/2023,CUST9987,EV Charger,Portable Charger,4,314,1174,559.01,Asia
TXN162265,5/28/2023,CUST7450,Charging Station,Fast Charger,2,108,210.31,95,Africa
TXN549650,12/14/2023,CUST7093,Battery Pack,"Power Bank 20,000mAh",2,1393,2748.86,758.25,Europe
TXN706233,12/23/2023,CUST2704,Charging Station,Supercharger,5,952,4559.41,1386.76,North America
TXN825088,7/16/2023,CUST7310,EV Charger,Portable Charger,4,957,3882.47,1252.13,Europe
TXN225867,5/26/2023,CUST9175,Charging Station,Supercharger,4,1089,4263.72,1415.49,North America
TXN105125,6/29/2023,CUST7907,Charging Station,Fast Charger,9,1245,11562.43,5195.1,Europe
TXN707411,3/2/2023,CUST8113,Accessory,Extension Cord,7,1201,9397.97,5057.36,South America
TXN126385,7/6/2023,CUST6230,Solar Panel,Rigid Panel,4,498,2056.63,854.98,North America
TXN932733,7/30/2023,CUST1493,Solar Panel,Flexible Panel,10,734,7423.99,3461.54,Europe
TXN233564,2/3/2023,CUST8132,Accessory,Cable Clips,4,462,2882.45,1522.15,Europe
TXN115379,7/25/2023,CUST5412,Solar Panel,Rigid Panel,7,343,2568.49,783.32,Asia
TXN950610,11/15/2023,CUST5566,Accessory,Adapter,1,985,2035.61,1449.88,South America
TXN625278,9/13/2023,CUST5584,Accessory,Extension Cord,9,1359,13436.36,6493.24,Asia
TXN691466,5/11/2023,CUST2779,Solar Panel,Flexible Panel,1,641,650.33,177.9,Europe
TXN710671,4/20/2023,CUST6836,Accessory,Extension Cord,6,362,3068.65,1875.02,North America
TXN382613,2/1/2023,CUST9142,Solar Panel,Flexible Panel,7,1074,7461.91,1917.54,Europe
TXN728971,10/7/2023,CUST6431,Charging Station,Supercharger,4,183,728.83,219.66,North America
TXN359360,7/1/2023,CUST4922,Battery Pack,"Power Bank 10,000mAh",1,1306,1305.95,348.07,North America
TXN240265,3/28/2023,CUST9947,Charging Station,Supercharger,1,869,924.67,386.71,Asia
TXN188957,8/1/2023,CUST7758,Charging Station,Fast Charger,8,1441,12577.04,5095.32,Europe
TXN688473,10/8/2023,CUST3930,Charging Station,Fast Charger,6,1064,6565.75,2354.98,South America
TXN119190,9/14/2023,CUST2774,Battery Pack,"Power Bank 10,000mAh",3,134,407.73,139.55,Africa
TXN545911,7/21/2023,CUST7020,Solar Panel,Flexible Panel,5,1456,7780.26,2825.31,South America
TXN140197,12/16/2023,CUST7321,EV Charger,Docking Station,4,202,853.21,213.08,Europe
TXN336331,1/24/2023,CUST8027,Accessory,Cable Clips,1,688,1692.86,1231.3,South America
TXN391211,9/10/2023,CUST6775,Solar Panel,Flexible Panel,7,37,278.65,72.51,Africa
TXN220870,11/5/2023,CUST4888,Charging Station,Fast Charger,2,1254,2360.71,574.11,North America
TXN738604,2/21/2023,CUST8129,Solar Panel,Rigid Panel,9,852,8059.49,2574.48,Africa
TXN762050,1/24/2023,CUST3899,Charging Station,Fast Charger,6,682,4404.2,1313.6,North America
TXN530148,8/26/2023,CUST4585,Accessory,Cable Clips,8,501,4997.03,1969.05,Europe
TXN781676,10/13/2023,CUST1529,Accessory,Cable Clips,1,647,1610.6,1195.45,Europe
TXN691277,11/21/2023,CUST1645,Accessory,Adapter,4,763,3836.96,2068.19,Africa
TXN827403,7/1/2023,CUST9216,Charging Station,Fast Charger,8,1388,11132.3,3486.9,North America
TXN875120,6/4/2023,CUST1930,Battery Pack,"Power Bank 20,000mAh",4,885,3777.64,845.03,South America
TXN687348,9/18/2023,CUST6445,Accessory,Charging Cable,1,1088,2175.97,1246.12,Europe
TXN403664,7/25/2023,CUST3597,Battery Pack,"Power Bank 10,000mAh",10,686,6275.23,1375.51,Asia
TXN439081,6/17/2023,CUST9739,Battery Pack,"Power Bank 20,000mAh",4,1185,4744.84,1878.02,Africa
TXN480055,11/17/2023,CUST6502,Charging Station,Supercharger,3,895,2531.79,715.62,Europe
TXN873826,7/15/2023,CUST1852,EV Charger,Wallbox Charger,3,435,1237.93,252.23,Europe
TXN615937,1/29/2023,CUST9888,Solar Panel,Flexible Panel,3,1413,4405.48,939.83,Africa
TXN771646,12/16/2023,CUST2923,Charging Station,Fast Charger,8,1094,7936.71,3108.1,Asia
TXN824802,12/26/2023,CUST4269,Solar Panel,Flexible Panel,9,355,3252.55,1262.27,Africa
TXN111090,2/11/2023,CUST6212,EV Charger,Wallbox Charger,2,436,908.7,193.92,North America
TXN865279,8/7/2023,CUST1780,Battery Pack,"Power Bank 10,000mAh",5,252,1369.26,439.43,Europe
TXN702257,10/11/2023,CUST5230,Charging Station,Supercharger,2,941,1748.71,541.51,Asia
TXN312236,11/25/2023,CUST4480,Battery Pack,"Power Bank 10,000mAh",10,613,6545.5,1925.36,Africa
TXN656924,2/26/2023,CUST6177,EV Charger,Portable Charger,5,952,5001.56,2404.74,Europe
TXN355914,2/22/2023,CUST5779,EV Charger,Docking Station,4,1332,5621.47,2157.46,South America
TXN490920,7/7/2023,CUST9695,Accessory,Adapter,3,299,1974.36,1480.16,Europe
TXN779261,9/14/2023,CUST2344,Accessory,Charging Cable,5,1322,7912.2,2593.36,Europe
TXN804925,9/19/2023,CUST7919,Accessory,Extension Cord,1,645,1625.9,1285.16,Asia
TXN999047,7/23/2023,CUST9548,Battery Pack,"Power Bank 10,000mAh",7,409,2595.31,1204.84,South America
TXN748527,7/26/2023,CUST3917,EV Charger,Portable Charger,5,1308,6026.24,2994.98,North America
TXN678504,11/20/2023,CUST7375,Battery Pack,"Power Bank 20,000mAh",9,251,2314.36,1108.98,South America
TXN505391,1/17/2023,CUST2224,Accessory,Charging Cable,9,254,3468.45,2187.84,Africa
TXN193663,12/15/2023,CUST2022,Accessory,Adapter,8,217,2642.75,1565.87,Asia
TXN719569,10/23/2023,CUST5025,Accessory,Adapter,6,916,6159.72,3065.24,Europe
TXN219668,7/9/2023,CUST4059,EV Charger,Portable Charger,5,195,955.51,347.72,South America
TXN162684,3/13/2023,CUST2713,Charging Station,Supercharger,9,310,2966.25,1302.27,Europe
TXN953550,12/21/2023,CUST4433,Battery Pack,"Power Bank 20,000mAh",8,1441,12107.91,2859.88,North America
TXN687262,11/22/2023,CUST5556,Charging Station,Fast Charger,6,525,2860.09,1006.9,South America
TXN764618,8/16/2023,CUST1821,Charging Station,Fast Charger,6,461,2840.96,1371.38,Africa
TXN661358,4/28/2023,CUST9874,Charging Station,Fast Charger,7,1350,10121.75,2405.03,Africa
TXN896269,2/26/2023,CUST2079,EV Charger,Wallbox Charger,2,471,920.27,187.09,Europe
TXN134082,7/17/2023,CUST6709,EV Charger,Cable Organizer,5,66,310.39,97.63,Europe
TXN157016,10/22/2023,CUST2040,Battery Pack,"Power Bank 10,000mAh",10,1409,14580.36,5129.5,Africa
TXN424239,12/5/2023,CUST4093,Charging Station,Supercharger,5,770,4190.41,1723.74,Europe
TXN511993,7/9/2023,CUST9765,EV Charger,Cable Organizer,5,877,4723.32,1145.51,North America
TXN267839,6/29/2023,CUST9258,Solar Panel,Flexible Panel,2,1237,2457.62,828.08,Europe
TXN163122,1/9/2023,CUST9565,Accessory,Cable Clips,5,1033,5884.89,2201.07,North America
TXN823339,11/2/2023,CUST3146,Charging Station,Fast Charger,9,1457,13931.33,5912.84,Asia
TXN147336,12/9/2023,CUST8110,Charging Station,Fast Charger,4,575,2251.2,603.02,Africa
TXN347712,10/19/2023,CUST8003,Accessory,Charging Cable,1,1297,2301.11,1577.59,Europe
TXN801873,3/30/2023,CUST2956,Charging Station,Supercharger,2,1444,2933.52,1434.17,South America
TXN886070,4/23/2023,CUST7107,Solar Panel,Rigid Panel,4,1471,6031.86,1613.22,Africa
TXN604774,10/27/2023,CUST2366,Accessory,Cable Clips,7,238,2606.87,1758.46,South America
TXN304984,3/1/2023,CUST9858,Charging Station,Fast Charger,6,580,3384.68,1513.73,Africa
TXN449742,5/30/2023,CUST7589,Charging Station,Supercharger,5,655,3463.11,1345.67,North America
TXN785346,6/12/2023,CUST2615,Battery Pack,"Power Bank 20,000mAh",10,1089,9944.13,2004.45,South America
TXN365964,8/13/2023,CUST5410,Charging Station,Fast Charger,8,999,8354.37,3017.24,Africa
TXN861943,7/19/2023,CUST2709,Battery Pack,"Power Bank 10,000mAh",9,1119,10417.36,3127.77,Asia
TXN465162,10/24/2023,CUST3752,Charging Station,Fast Charger,3,1277,3725.42,776.14,Europe
TXN757093,11/18/2023,CUST2208,Charging Station,Fast Charger,4,308,1255.87,395.13,Africa
TXN856525,3/30/2023,CUST7211,Solar Panel,Flexible Panel,7,167,1123.23,289.7,Asia
TXN337742,10/26/2023,CUST7294,EV Charger,Cable Organizer,6,851,5305.54,1534.64,Africa
TXN602220,7/1/2023,CUST3356,Charging Station,Supercharger,1,103,107.28,41.08,Asia
TXN179592,4/13/2023,CUST5508,EV Charger,Wallbox Charger,1,42,45.92,17.35,North America
TXN604322,6/27/2023,CUST4299,Battery Pack,"Power Bank 10,000mAh",10,140,1339.94,367.04,South America
TXN887603,12/26/2023,CUST7736,Accessory,Charging Cable,1,100,1091.32,1035.53,Asia
TXN910066,6/4/2023,CUST4400,Battery Pack,"Power Bank 20,000mAh",6,1112,6075.14,2070.74,South America
TXN660903,12/31/2023,CUST9089,Charging Station,Supercharger,8,544,4224.31,1615.57,Africa
TXN398475,9/4/2023,CUST6781,EV Charger,Docking Station,4,1314,5033.71,1461.11,South America
TXN188307,12/19/2023,CUST9144,Accessory,Adapter,2,55,1104.81,1037.82,Africa
TXN118794,11/24/2023,CUST2180,Solar Panel,Flexible Panel,10,1483,14220.66,4356,South America
TXN550438,10/4/2023,CUST1028,EV Charger,Cable Organizer,4,226,878.11,248.98,Asia
TXN355966,4/6/2023,CUST7680,EV Charger,Cable Organizer,1,819,742.73,272.1,South America
TXN863111,6/23/2023,CUST2849,EV Charger,Cable Organizer,2,837,1513.61,727.8,Europe
TXN437164,7/12/2023,CUST1195,Accessory,Extension Cord,3,1351,4790.19,2771.14,North America
TXN659689,2/16/2023,CUST2173,EV Charger,Portable Charger,8,1473,11064.96,2663.46,Asia
TXN604534,6/8/2023,CUST5225,EV Charger,Cable Organizer,3,683,2160.3,621.11,Africa
TXN805654,6/24/2023,CUST1070,Charging Station,Supercharger,9,1359,13397.75,4075.26,Africa
TXN910512,1/27/2023,CUST4559,EV Charger,Portable Charger,10,560,5739.58,2067.49,Asia
TXN766666,3/7/2023,CUST5389,Charging Station,Supercharger,8,853,6646,1996.82,Africa
TXN832624,8/28/2023,CUST8877,Accessory,Extension Cord,3,1207,4504.97,2455.63,Europe
TXN183379,3/19/2023,CUST5464,Battery Pack,"Power Bank 20,000mAh",6,799,5186.09,2517.78,Africa
TXN775354,1/17/2023,CUST8189,EV Charger,Docking Station,2,953,2040.34,461.02,Asia
TXN645292,12/30/2023,CUST3793,Accessory,Charging Cable,9,266,3349.37,1614.76,Asia
TXN779315,3/14/2023,CUST6148,Solar Panel,Flexible Panel,7,958,6235.23,1769.37,North America
TXN639574,12/5/2023,CUST6783,Accessory,Adapter,8,863,8096.52,4101.78,South America
TXN559341,10/1/2023,CUST6017,EV Charger,Wallbox Charger,2,1395,2976.29,950.39,North America
TXN801428,8/3/2023,CUST4962,EV Charger,Wallbox Charger,4,1412,6032.12,1575.51,Asia
TXN386989,3/1/2023,CUST2079,EV Charger,Cable Organizer,1,524,499.09,238.32,South America
TXN465388,3/26/2023,CUST3404,Charging Station,Supercharger,3,523,1656.67,555.15,Europe
TXN289173,4/25/2023,CUST5033,Accessory,Charging Cable,3,782,3379.54,1598.86,Europe
TXN520807,4/26/2023,CUST3261,Solar Panel,Flexible Panel,9,468,4127.63,1778.75,Europe
TXN708641,2/26/2023,CUST2151,Solar Panel,Rigid Panel,6,1127,7136.42,2154.96,Asia
TXN361277,2/12/2023,CUST2609,Solar Panel,Flexible Panel,9,610,5204.88,2131.39,Africa
TXN624501,7/25/2023,CUST7038,Charging Station,Fast Charger,1,1390,1521.95,647.86,Africa
TXN751231,4/18/2023,CUST5556,Accessory,Extension Cord,10,715,8416.7,3181.42,South America
TXN433209,6/29/2023,CUST7989,Battery Pack,"Power Bank 20,000mAh",2,342,629.7,247.58,Asia
TXN512345,3/4/2023,CUST4365,Battery Pack,"Power Bank 10,000mAh",5,1095,5522.68,2555.5,South America
TXN761275,1/30/2023,CUST7838,Charging Station,Fast Charger,9,859,7824.83,3389.26,South America
TXN193690,11/13/2023,CUST6439,Accessory,Extension Cord,4,1237,5743.37,2131.97,North America
TXN877251,9/4/2023,CUST2293,EV Charger,Wallbox Charger,7,1410,9801.81,3073.07,North America
TXN974428,1/2/2023,CUST3369,Solar Panel,Rigid Panel,9,227,1856.37,656.46,Africa
TXN922161,8/31/2023,CUST7829,Solar Panel,Flexible Panel,9,406,3807.87,1305.79,Europe
TXN624772,3/16/2023,CUST8364,Accessory,Extension Cord,9,783,8713.63,3633.96,Africa
TXN681175,9/22/2023,CUST7206,EV Charger,Portable Charger,5,1434,7597.35,2679.91,South America
TXN904117,7/24/2023,CUST4911,Accessory,Charging Cable,5,876,5630.19,3209.05,Asia
TXN675971,6/4/2023,CUST9005,EV Charger,Portable Charger,9,1439,14168.81,4221.2,Africa
TXN776544,8/10/2023,CUST2440,Accessory,Charging Cable,4,1370,6037.8,3094.96,North America
TXN945999,2/10/2023,CUST3988,Accessory,Cable Clips,6,977,6750.26,3597.68,Africa
TXN401996,10/16/2023,CUST4573,Solar Panel,Flexible Panel,10,981,10422.14,2861.32,South America
TXN142202,4/22/2023,CUST4667,Accessory,Extension Cord,8,676,6215.34,3293.74,South America
TXN163081,1/4/2023,CUST1139,Solar Panel,Flexible Panel,8,793,5765.57,2682.27,Africa
TXN387189,11/12/2023,CUST2154,Battery Pack,"Power Bank 20,000mAh",8,964,8195.97,3775.07,Europe
TXN302655,2/19/2023,CUST6359,Charging Station,Supercharger,2,570,1206.71,317.96,Africa
TXN350947,2/13/2023,CUST7314,Charging Station,Fast Charger,9,1440,14021.58,3488.53,Africa
TXN792309,9/4/2023,CUST1720,Solar Panel,Flexible Panel,9,649,5760.76,1269.2,North America
TXN939295,10/10/2023,CUST8156,Solar Panel,Flexible Panel,3,1085,3099.35,1328.67,North America
TXN738296,10/14/2023,CUST1513,Accessory,Adapter,6,244,2422.63,1438.62,South America
TXN853578,12/25/2023,CUST5354,Charging Station,Fast Charger,2,739,1341.59,460.59,Africa
TXN291031,8/21/2023,CUST6103,Charging Station,Supercharger,7,1142,8253.65,3422.55,North America
TXN871503,12/25/2023,CUST1756,Charging Station,Fast Charger,2,296,610.15,212.55,Africa
TXN822890,7/17/2023,CUST7414,Charging Station,Supercharger,10,303,3263.77,1280.09,South America
TXN208643,12/28/2023,CUST2560,Battery Pack,"Power Bank 10,000mAh",1,766,725.78,218.75,South America
TXN747187,5/24/2023,CUST8498,Charging Station,Supercharger,7,1279,8798.7,3448.72,Asia
TXN706302,1/28/2023,CUST8144,Battery Pack,"Power Bank 10,000mAh",7,727,4784.24,1695.07,Asia
TXN352727,12/30/2023,CUST7157,Solar Panel,Flexible Panel,1,969,907.83,271.6,Asia
TXN950693,5/24/2023,CUST8025,Solar Panel,Flexible Panel,10,1296,12653.91,5040.25,Europe
TXN751804,10/27/2023,CUST3680,Charging Station,Supercharger,7,764,4895.06,1267,North America
TXN200901,12/31/2023,CUST6598,Solar Panel,Flexible Panel,4,961,3606.28,1690.72,Africa
TXN727038,8/12/2023,CUST1248,Accessory,Adapter,10,1361,15227.5,7681.38,Africa
TXN377381,2/12/2023,CUST7810,Battery Pack,"Power Bank 20,000mAh",3,1492,4641.91,2038.99,North America
TXN330404,4/27/2023,CUST7054,Charging Station,Fast Charger,1,1284,1226.61,306.61,South America
TXN931238,5/5/2023,CUST4129,Charging Station,Fast Charger,1,325,298.17,142.13,Europe
TXN775775,2/1/2023,CUST6400,Charging Station,Fast Charger,2,616,1314,462.56,Europe
TXN818622,4/2/2023,CUST6634,Solar Panel,Flexible Panel,1,793,842.87,373.3,North America
TXN547886,5/27/2023,CUST9064,Solar Panel,Rigid Panel,5,387,1978.07,651.45,Asia
TXN610842,10/26/2023,CUST1955,Accessory,Extension Cord,2,533,1970.59,1372.72,North America
TXN800242,9/6/2023,CUST2913,Accessory,Extension Cord,4,1237,6337.97,3090.43,North America
TXN669015,4/15/2023,CUST1988,Solar Panel,Rigid Panel,5,1480,7498.97,1766.58,Africa
TXN633871,2/24/2023,CUST4100,Solar Panel,Rigid Panel,10,885,9002.38,2757.27,South America
TXN518786,2/12/2023,CUST5577,Battery Pack,"Power Bank 10,000mAh",8,1117,9303.39,4266.54,North America
TXN978850,11/13/2023,CUST6075,EV Charger,Wallbox Charger,6,977,5330.55,1576.3,Europe
TXN351948,6/19/2023,CUST7850,Battery Pack,"Power Bank 20,000mAh",7,996,6862.88,2239.42,Europe
TXN944886,11/6/2023,CUST6408,EV Charger,Cable Organizer,2,169,357.16,141.4,North America
TXN741047,7/20/2023,CUST1872,Charging Station,Supercharger,3,957,2935.13,1384.49,North America
TXN126913,12/31/2023,CUST2012,Solar Panel,Flexible Panel,6,1477,8500.26,2832.74,South America
TXN891895,2/17/2023,CUST6673,Accessory,Extension Cord,7,252,2790.1,1437.25,North America
TXN634886,1/5/2023,CUST5757,Accessory,Charging Cable,1,1063,2026.64,1478.58,South America
TXN717998,7/4/2023,CUST7918,Charging Station,Fast Charger,5,308,1478.19,401.86,Asia
TXN976154,10/9/2023,CUST7175,Accessory,Extension Cord,1,670,1670.99,1309.25,Europe
TXN527928,3/24/2023,CUST8883,Solar Panel,Rigid Panel,6,702,4452.83,1617.3,South America
TXN242500,9/24/2023,CUST9471,Charging Station,Supercharger,7,700,5132.73,1445.86,Africa
TXN184085,7/20/2023,CUST7205,Battery Pack,"Power Bank 10,000mAh",3,98,321.44,136.41,Africa
TXN269233,9/27/2023,CUST4356,Accessory,Extension Cord,7,289,3074.56,1868.95,North America
TXN960170,4/15/2023,CUST8253,Battery Pack,"Power Bank 20,000mAh",5,556,2617.7,649.95,South America
TXN679479,9/13/2023,CUST4239,Accessory,Adapter,6,334,2908.76,1709.02,Europe
TXN502525,7/4/2023,CUST4859,Charging Station,Fast Charger,10,1458,13949.71,3782.65,Asia
TXN782402,7/4/2023,CUST8626,Solar Panel,Rigid Panel,7,580,3705.42,1089.07,Europe
TXN234856,1/6/2023,CUST3655,Accessory,Charging Cable,1,557,1562.94,1237.99,Africa
TXN415505,2/6/2023,CUST4584,Solar Panel,Rigid Panel,6,498,3084.06,1084.66,South America
TXN293111,6/13/2023,CUST8466,EV Charger,Cable Organizer,1,539,513.78,190.76,North America
TXN224234,7/21/2023,CUST1747,EV Charger,Wallbox Charger,6,217,1411.18,600.43,Africa
TXN705089,9/26/2023,CUST5222,Charging Station,Fast Charger,7,366,2601.37,667.34,North America
TXN712414,10/10/2023,CUST2831,Solar Panel,Flexible Panel,7,1348,9194.95,3379.47,South America
TXN130021,8/27/2023,CUST7948,Accessory,Cable Clips,1,437,1470.92,1167.57,South America
TXN259710,5/10/2023,CUST6634,Accessory,Extension Cord,10,225,3319.23,1609.14,Europe
TXN340086,9/4/2023,CUST8539,Battery Pack,"Power Bank 20,000mAh",6,358,2056.92,748.74,Africa
TXN445290,5/18/2023,CUST4294,Charging Station,Fast Charger,4,463,1864.29,591.97,Europe
TXN276687,9/15/2023,CUST3153,Battery Pack,"Power Bank 20,000mAh",1,502,477.48,109.19,North America
TXN569769,5/21/2023,CUST7528,Solar Panel,Rigid Panel,2,544,1096.61,505.68,Asia
TXN412173,12/19/2023,CUST4531,Charging Station,Supercharger,4,884,3835.31,1577.11,South America
TXN931411,7/11/2023,CUST1363,Solar Panel,Rigid Panel,10,888,9646.47,2764.08,North America
TXN198187,5/17/2023,CUST1201,Battery Pack,"Power Bank 20,000mAh",4,1483,6487.59,1743.39,North America
TXN181339,12/20/2023,CUST5797,Charging Station,Supercharger,8,1109,8428.3,3561.04,Asia
TXN861592,4/27/2023,CUST7868,Charging Station,Supercharger,7,416,2949.12,621.18,South America
TXN748431,2/13/2023,CUST9761,Battery Pack,"Power Bank 10,000mAh",2,551,1164.95,331.63,Asia
TXN349650,2/8/2023,CUST7638,Charging Station,Fast Charger,7,1299,9767.12,1965.56,South America
TXN251052,2/18/2023,CUST4051,EV Charger,Wallbox Charger,9,201,1890.26,734.48,Africa
TXN589972,2/14/2023,CUST1804,Solar Panel,Rigid Panel,5,128,660.47,223.7,Europe
TXN360784,11/16/2023,CUST9870,EV Charger,Portable Charger,6,1274,7128.25,2948.65,Europe
TXN830670,11/29/2023,CUST8873,EV Charger,Wallbox Charger,5,1324,6215.02,1950.53,Europe
TXN975233,5/12/2023,CUST4640,Accessory,Extension Cord,5,1179,6865.25,3027.53,Africa
TXN491301,4/8/2023,CUST5747,Battery Pack,"Power Bank 20,000mAh",5,131,607.88,257.75,Africa
TXN622301,8/19/2023,CUST5624,Battery Pack,"Power Bank 10,000mAh",5,669,3480.66,755.01,Africa
TXN147900,5/3/2023,CUST7082,EV Charger,Docking Station,3,1128,3207.6,1356.3,North America
TXN716609,5/22/2023,CUST8528,EV Charger,Docking Station,2,144,314.12,83.03,South America
TXN540250,4/22/2023,CUST5621,EV Charger,Cable Organizer,2,1480,2809.57,679.89,Asia
TXN501642,10/2/2023,CUST3502,Battery Pack,"Power Bank 10,000mAh",10,239,2405.24,992.63,South America
TXN229050,4/24/2023,CUST8651,Charging Station,Supercharger,4,516,1939.06,603.37,Europe
TXN170412,11/24/2023,CUST1182,Battery Pack,"Power Bank 20,000mAh",5,897,4456.82,1447.12,Asia
TXN513300,7/11/2023,CUST3745,Charging Station,Fast Charger,5,1382,7023.77,2202.46,Europe
TXN203494,11/11/2023,CUST5964,Battery Pack,"Power Bank 10,000mAh",1,593,610.76,198.97,South America
TXN960280,4/17/2023,CUST6276,Accessory,Extension Cord,7,200,2505.21,1480.69,Europe
TXN463923,5/25/2023,CUST9730,EV Charger,Cable Organizer,4,368,1450.85,449.85,North America
TXN654336,5/2/2023,CUST6586,Accessory,Charging Cable,4,1199,5526.99,2668.85,North America
TXN897356,4/19/2023,CUST6902,Charging Station,Fast Charger,9,1110,9443.78,3634.16,Asia
TXN302645,4/30/2023,CUST8917,Solar Panel,Rigid Panel,7,1137,8028.32,3473.04,Asia
TXN964129,11/8/2023,CUST2297,Charging Station,Supercharger,3,402,1100.41,279.31,Europe
TXN516611,6/9/2023,CUST5579,Accessory,Adapter,3,774,3346.13,2045.83,Asia
TXN530576,1/25/2023,CUST5751,Charging Station,Supercharger,10,1178,12207.58,2646.04,Asia
TXN574324,4/5/2023,CUST9083,Accessory,Extension Cord,7,781,6935.47,2300.58,South America
TXN233980,6/16/2023,CUST1067,Solar Panel,Rigid Panel,4,1497,6109.24,1891.69,Africa
TXN576563,3/26/2023,CUST1782,Solar Panel,Flexible Panel,5,1096,4956.39,1932.32,North America
TXN302383,7/30/2023,CUST7996,Charging Station,Fast Charger,4,1161,4658.99,1222.88,Africa
TXN201508,4/18/2023,CUST4468,Charging Station,Supercharger,5,849,4321.43,1418.19,Africa
TXN579503,4/4/2023,CUST8555,Charging Station,Fast Charger,7,290,1899.87,846.75,South America
TXN293246,3/9/2023,CUST3463,Accessory,Extension Cord,4,986,5078.54,2225.32,Africa
TXN122958,4/18/2023,CUST9001,Charging Station,Fast Charger,9,1402,12831.08,2917.6,Africa
TXN957858,6/24/2023,CUST8972,Accessory,Cable Clips,1,499,1475.33,1220.74,Europe
TXN850411,3/12/2023,CUST1008,Accessory,Charging Cable,5,757,5064.99,1947.24,Asia
TXN739891,7/7/2023,CUST5173,EV Charger,Portable Charger,3,1202,3674.84,1176.71,South America
TXN518941,2/18/2023,CUST2547,Accessory,Adapter,9,1138,11935.45,6187.53,Africa
TXN403178,11/14/2023,CUST1999,EV Charger,Docking Station,2,477,863.94,189.14,North America
TXN392244,7/30/2023,CUST9912,EV Charger,Docking Station,7,1361,10045.93,4273.03,Africa
TXN116882,7/17/2023,CUST5405,Accessory,Extension Cord,7,585,4947.26,1861.74,South America
TXN920050,2/3/2023,CUST5713,Battery Pack,"Power Bank 10,000mAh",4,767,2979.5,949.26,Africa
TXN660285,3/9/2023,CUST6155,Solar Panel,Rigid Panel,5,39,180.96,43.8,Europe
TXN965919,1/14/2023,CUST3959,Accessory,Extension Cord,8,298,3270.47,1730.07,South America
TXN383922,7/24/2023,CUST4920,Battery Pack,"Power Bank 20,000mAh",4,1035,4117.89,1939.11,Europe
TXN934698,11/12/2023,CUST1868,Accessory,Adapter,2,1021,2880.61,1897.94,Europe
TXN625396,5/29/2023,CUST3862,EV Charger,Cable Organizer,10,976,9341.91,2251.38,South America
TXN817261,8/19/2023,CUST7936,EV Charger,Cable Organizer,3,531,1619.94,696.54,Asia
TXN435824,9/23/2023,CUST6376,Solar Panel,Flexible Panel,4,1179,4269.07,1451.1,North America
TXN110611,3/26/2023,CUST3820,Accessory,Cable Clips,7,1283,9745.79,3788.38,South America
TXN874280,4/3/2023,CUST4413,Solar Panel,Rigid Panel,1,138,137.57,56.86,Asia
TXN684743,5/27/2023,CUST7001,Charging Station,Fast Charger,9,768,6505.32,2681.35,South America
TXN507670,8/4/2023,CUST6905,EV Charger,Docking Station,10,801,7226.27,1653.67,Africa
TXN692991,5/24/2023,CUST9228,Solar Panel,Flexible Panel,4,795,3384.92,1644.25,Asia
TXN714663,2/19/2023,CUST8669,Solar Panel,Rigid Panel,4,450,1644.86,493.43,Africa
TXN873411,12/5/2023,CUST2128,Charging Station,Supercharger,10,358,3531.79,1659.32,South America
TXN393776,8/23/2023,CUST8126,EV Charger,Docking Station,9,1492,12563.13,3408.06,Asia
TXN374601,1/30/2023,CUST6983,EV Charger,Docking Station,10,72,695.51,218.87,Europe
TXN956446,6/26/2023,CUST6434,Charging Station,Fast Charger,2,104,198.02,95.99,South America
TXN296698,1/19/2023,CUST9635,Battery Pack,"Power Bank 20,000mAh",10,591,5697.91,2261.79,South America
TXN970207,5/25/2023,CUST2702,Battery Pack,"Power Bank 20,000mAh",9,614,5297.13,1869.79,North America
TXN204520,10/21/2023,CUST1445,Charging Station,Fast Charger,3,1404,4201.41,1190.23,Africa
